Model,Ability_PC1,Ability,Coherence_Cosine_Raw,Coherence_Cosine_Centered,Coherence_R2_1F,RMSE_1F,Delta_g,params_num,gfactor_meta,model_type,size_band,ability_decile
beomi/KoAlpaca-KoRWKV-6B,-44.21681037878348,73.15339905270287,0.31567727001270013,-0.7391655139774999,0.5463656570536269,0.3668656234824878,-6.5999999999999e-4,6.534,-0.966134264,instruction_or_chat,2B-20B,2
beomi/Yi-Ko-6B,8.786134130433469,105.33457377066608,0.7785797765548605,0.28776627466548355,0.08280942883484643,0.2662539542622065,2.5999999999998e-4,6.18,0.221881648,base_or_other,2B-20B,5
beomi/llama-2-ko-7b,7.639106178916395,104.63814629374092,0.773116975409305,0.2530777723420736,0.06404835885361893,0.2659032158879045,2.8e-4,6.856,-0.628520253,base_or_other,2B-20B,5
amazingvince/where-llambo-7b,23.239754680021477,114.11020864379186,0.8583055273251938,0.6397746680570432,0.4093116258874939,0.25420966131072537,-6.00000000000045e-5,7.243,1.225897802,base_or_other,2B-20B,9
jsfs11/SnorkelWestBeagle-DARETIES-7B,26.64037725661491,116.17492467609028,0.8677010595632552,0.6681841489818687,0.44647005695061626,0.27009907848316833,-1.3000000000001e-4,7.242,1.625534148,merge_or_moe,2B-20B,10
dddsaty/SOLAR_Merge_Adapter_DPO_Orca,23.62287516822007,114.34282340666805,0.859408333404662,0.64315261070135,0.4136452806519547,0.2560986398218063,-7.00000000000145e-5,10.732,1.17719785,merge_or_moe,2B-20B,9
TheBloke/Llama-2-7B-GPTQ,11.559291051494792,107.01831885734677,0.8006806361784229,0.3947317080432466,0.1558131213347278,0.24499477664220165,1.8000000000001e-4,9.048,-0.533897833,base_or_other,2B-20B,6
TheBloke/Airoboros-L2-13B-2.1-GPTQ,16.566153345841116,110.0582765762075,0.8323057808006937,0.5450748828363025,0.297106627899,0.2320163403985667,6.00000000000045e-5,16.232,-0.282242354,base_or_other,2B-20B,7
TheBloke/Wizard-Vicuna-7B-Uncensored-HF,12.106125883234515,107.350334133574,0.8022354034640036,0.38134336089864357,0.14542275890146406,0.267222484960725,2.1999999999999e-4,7,-0.905402179,base_or_other,2B-20B,6
TheBloke/VicUnlocked-alpaca-65B-QLoRA-fp16,22.33286859638888,113.55958528169555,0.8581132372412218,0.65798275475369306,0.4329413055532507,0.23272998819362084,-7.9999999999969e-5,65,0.686675829,instruction_or_chat,20B+,9
TheBloke/Wizard-Vicuna-30B-Uncensored-fp16,19.10177473560307,111.5978000068038,0.8427861298710768,0.5893422075966018,0.34732423765482645,0.23843129491872025,2.000000000002e-5,30,0.078446377,base_or_other,20B+,8
TheBloke/WizardLM-13B-V1-1-SuperHOT-8K-GPTQ,12.763092716203007,107.74921696228155,0.8046000046396413,0.402414338818776,0.1619373000869443,0.26438028972082683,2.0999999999998e-4,16.224,-0.393286713,base_or_other,2B-20B,6
TheBloke/gpt4-alpaca-lora_mlp-65B-HF,22.827157103479514,113.85969662371728,0.8595401358666425,0.6550577742698497,0.4291006876313638,0.23975094284818346,-7.9999999999969e-5,65,0.95061197,instruction_or_chat,20B+,9
TheBloke/Guanaco-3B-Uncensored-v2-GPTQ,-7.545984548579124,95.41839327181818,0.6560361993908687,-0.21174574447185004,0.044836260301932884,0.31713814059052126,4.1000000000002e-4,4.776,-1.266872032,instruction_or_chat,2B-20B,4
TheBloke/Llama-2-7b-Chat-AWQ,-43.84262114708641,73.38059112956435,0.3609533380680753,-0.6409602207343662,0.41083000456385455,0.4780728554513186,-2.0999999999998e-4,1.129,-0.967081825,instruction_or_chat,<2B,2
TheBloke/Orca-2-13B-GPTQ,13.574255756523648,108.24172128948499,0.804826801300936,0.40388118743070667,0.1631200135604346,0.27996409383960663,2.3e-4,16.24,0.394409146,instruction_or_chat,2B-20B,6
TheBloke/Poro-34B-GPTQ,6.306292895630254,103.82891772100767,0.7639298388715599,0.20490103073860888,0.04198443239773619,0.27429924929960436,3.1000000000003e-4,48.064,-0.800684227,base_or_other,20B+,5
TheBloke/Project-Baize-v2-7B-GPTQ,4.972729276838891,103.0192335758866,0.7526805115145659,0.15385040223427798,0.023669946267640962,0.29080565698084976,3.6000000000002e-4,9.04,-0.788130719,base_or_other,2B-20B,5
TheBloke/neural-chat-7B-v3-2-GPTQ,22.758824802426364,113.81820810379762,0.856444451980649,0.6353810733905761,0.4037091084229527,0.25185639786716746,-4.99999999999945e-5,9.592,0.637336658,instruction_or_chat,2B-20B,9
TheBloke/fiction.live-Kimiko-V2-70B-fp16,24.58893262353828,114.92937315489533,0.8644908286017899,0.6732761365211508,0.4533007560088421,0.2458833000166926,-1.2e-4,70,1.568685678,base_or_other,20B+,10
TheBloke/WizardLM-13B-V1-1-SuperHOT-8K-fp16,13.730587631544834,108.33663947621268,0.8105328380077218,0.4360210500578595,0.19011435609355287,0.25804880925153734,1.7e-4,13,-0.291432128,base_or_other,2B-20B,6
TheBloke/Mixtral-8x7B-v0.1-GPTQ,23.603384604965385,114.33098955050669,0.8604304909526356,0.6498330699618339,0.42228301881601316,0.2513844339664988,-7.9999999999969e-5,NA,1.747986321,merge_or_moe,unknown,9
TheBloke/OpenAssistant-SFT-7-Llama-30B-HF,19.407440188754816,111.7833873066077,0.8427965721679034,0.5913795147786614,0.3497297304998376,0.24096683325339469,2.000000000002e-5,30,0.424466604,instruction_or_chat,20B+,8
Salesforce/codegen-16B-nl,2.83816492483356,101.72321523210056,0.7382378901514528,0.09154284523268122,0.00838009251328553,0.2811215778720252,3.4e-4,16,-1.021363138,base_or_other,2B-20B,5
shibing624/chinese-alpaca-plus-7b-hf,0.6924286142567712,100.4204137415656,0.7204551334828742,0.020096122134573853,4.038541248385652e-4,0.3136775034863271,4.3999999999999e-4,7,-0.878897602,instruction_or_chat,2B-20B,4
AIGym/deepseek-coder-1.3b-chat-and-function-calling,-39.60260018999866,75.95495480862635,0.3536002171953336,-0.7492049975671851,0.5613081283796587,0.3187947573713365,-5.6e-4,1.346,-1.014358418,instruction_or_chat,<2B,2
AIGym/deepseek-coder-6.7b-chat-and-function-calling,-20.49036337507843,87.55910695313753,0.5394799668478437,-0.4744705909467191,0.225122341673325,0.3461507463549139,2.5999999999998e-4,6.741,-0.295314584,instruction_or_chat,2B-20B,3
AIGym/deepseek-coder-1.3b-chat,-39.235195475583886,76.17802760988798,0.35743428417144735,-0.7468241944044189,0.55774637734782,0.3181276976316467,-5.3999999999998e-4,1.346,-1.001766989,instruction_or_chat,<2B,2
Sharathhebbar24/ssh_1.8B,-7.236927401484857,95.6060398665606,0.6546857749649897,-0.17958388396883407,0.03225037138132569,0.36097464985557626,5.3999999999998e-4,1.837,-0.234936932,base_or_other,<2B,4
OpenBuddy/openbuddy-mixtral-8x7b-v16.2-32k,15.35020688946687,109.32000466089036,0.8174639547357065,0.46250583522312166,0.21391164761543657,0.26794215055072096,1.7e-4,46.741,1.691997459,merge_or_moe,20B+,7
OpenBuddy/openbuddy-deepseek-67b-v15.2,26.248585503873947,115.93704508346083,0.867432533195657,0.6716014389958035,0.4510484928612264,0.26367540336611006,-1.3000000000001e-4,67.425,1.888723152,instruction_or_chat,20B+,10
OpenBuddy/openbuddy-atom-13b-v9-bf16,10.31328472162441,106.2617958420212,0.7873921224659151,0.32341737215758726,0.10459879661331117,0.2747583133245695,2.6999999999999e-4,13,-0.312400664,instruction_or_chat,2B-20B,5
OpenBuddy/openbuddy-deepseek-10b-v17.1-4k,10.72638148728179,106.51261094888255,0.792428917902201,0.3552457064660722,0.12619951196257195,0.2570034088383741,2.1999999999999e-4,10.553,0.215808323,instruction_or_chat,2B-20B,5
OpenBuddy/openbuddy-deepseekcoder-33b-v16.1-32k,-8.095891760217564,95.08451257480657,0.6401619687100801,-0.1981431764321169,0.039260718366605496,0.3646671874782158,5.4999999999999e-4,33.402,0.011377595,instruction_or_chat,20B+,4
OpenBuddy/openbuddy-falcon-40b-v16.1-4k,21.612208695960817,113.12203068199076,0.8535147330597159,0.6263095009987533,0.39226359104129926,0.2449492542727061,-2.99999999999745e-5,41.349,0.35201759,instruction_or_chat,20B+,9
OpenBuddy/openbuddy-falcon-180b-v13-preview0,23.50905488735078,114.27371648479759,0.8574938047973945,0.6380248101722366,0.4070756583953111,0.25834828578856883,-6.00000000000045e-5,180,1.061290079,instruction_or_chat,20B+,9
OpenBuddy/openbuddy-mistral-7b-v17.1-32k,16.10817227328992,109.78020959238688,0.8207478643964304,0.47813835488349693,0.2286162864106921,0.26942398573138143,1.5999999999999e-4,7.279,0.451112971,instruction_or_chat,2B-20B,7
kodonho/Solar-M-SakuraSolar-Mixed,-13.539865732559434,91.7791588970781,0.6113447033806263,-0.274807441717513,0.075519130023328,0.43136328144202835,7.0999999999998e-4,8.987,1.387945576,merge_or_moe,2B-20B,3
gmonsoon/MaxiCPM-3x3B-Test,7.658152198368453,104.64971024146767,0.7639130019798079,0.2129470650887188,0.04534645252988989,0.3199510730629688,4.2000000000003e-4,6.193,0.253039575,base_or_other,2B-20B,5
gmonsoon/TinyUltra-4x1.1B-Base-Alpha,-12.04949803558647,92.68404793096857,0.6162564858399041,-0.3291269357351568,0.10832453982640788,0.3147873542332538,3.5000000000001e-4,3.384,-0.967991281,base_or_other,2B-20B,3
Inv/MoECPM-Untrained-4x2b,8.410329826232665,105.10640108921919,0.7690240512366465,0.2373280048497362,0.05632458188594791,0.3134611350823903,3.9e-4,7.786,0.117243067,base_or_other,2B-20B,5
robinsmits/Mistral-Instruct-7B-v0.2-ChatAlpacaV2-4bit,22.84489778977346,113.87046802765585,0.8590359793404582,0.6403467380432832,0.41004394492266627,0.24951243269177034,-6.00000000000045e-5,7,0.888928976,instruction_or_chat,2B-20B,9
beberik/TinyExperts-v0-4x1B,-24.06565499054749,85.38833917390461,0.511279142819197,-0.5428480812401046,0.29468403930606735,0.3390155167181082,1.4000000000002e-4,2.623,-0.811638821,base_or_other,2B-20B,3
NovoCode/Tiger-7B-v0.1-LaserRMT-Math-5-10-15-Neural-DPO,20.658618287463817,112.54305040401998,0.8480558044167752,0.6096152669554478,0.3716307737051502,0.24460269154528322,-1.000000000001e-5,7,1.040635435,instruction_or_chat,2B-20B,8
NickyNicky/Mistral-7B-OpenOrca-oasst_top1_2023-08-25-v3,21.71529440590186,113.18462002062573,0.8550641567439452,0.6324529281209538,0.3999967062887567,0.24217129970455809,-3.99999999999845e-5,7,1.054805685,instruction_or_chat,2B-20B,9
migtissera/Tess-10.7B-v1.5,24.031402732799886,114.5908642854264,0.8626406510524655,0.6537788041110318,0.427426724704846,0.25326324281544943,-8.9999999999979e-5,10.7,1.368220546,base_or_other,2B-20B,9
abhiramtirumala/DialoGPT-sarcastic-medium,-46.19299533254872,71.95354206624675,0.31135035036551495,-0.7008939253842111,0.4912522946404987,0.42803905983088947,-5.4999999999999e-4,0.137,-0.952490239,base_or_other,<2B,1
DanielSc4/RedPajama-INCITE-Chat-3B-v1-RL-LoRA-8bit-test1,-4.863053272541928,97.04735711429728,0.6772330018709567,-0.14375178151407994,0.020664574688470605,0.30483853441314807,4.0000000000001e-4,3,-1.403835276,instruction_or_chat,2B-20B,4
abacusai/Fewshot-Metamath-OrcaVicuna-Mistral-10B,13.6821022839101,108.30720119768039,0.810381054805912,0.45334162198605793,0.20551862622494244,0.2449499977692615,1.4999999999998e-4,10,0.686622064,instruction_or_chat,2B-20B,6
abacusai/MM-Orc-Vic-bagel-34b-c1000,24.706777369338873,115.00092356382673,0.8606077553700913,0.6426116740482113,0.4129497636230365,0.2682337775460533,-7.00000000000145e-5,34.389,2.364698631,base_or_other,20B+,10
abacusai/Fewshot-Metamath-OrcaVicuna-Mistral,22.8905979644795,113.89821526548337,0.854266152813729,0.6161640445268004,0.37965812976761526,0.26643095074806417,-2.000000000002e-5,7.242,1.120663592,instruction_or_chat,2B-20B,9
Undi95/MLewd-ReMM-L2-Chat-20B-Inverted,19.37843942259988,111.76577925235281,0.8426323950200082,0.565929844165885,0.32027658851761853,0.25705772415234,4.99999999999945e-5,19.994,0.08184552,instruction_or_chat,2B-20B,8
Undi95/Mixtral-8x7B-MoE-RP-Story,0.954466074892451,100.5795119460418,0.7204084759278044,0.026668307730174062,7.111986371821644e-4,0.3257758527462055,4.7000000000002e-4,46.703,-0.272922922,merge_or_moe,20B+,4
Undi95/Llama2-13B-no_robots-alpaca-lora,16.66014115782191,110.11534205109234,0.8299721792260062,0.5252599466733713,0.2758980115793038,0.24576079477325233,8.9999999999979e-5,13,-0.210875995,instruction_or_chat,2B-20B,7
Tincando/fiction_story_generator,-48.13599507898392,70.77383375200176,0.2621688057293595,-0.7970137758111656,0.6352309588327787,0.3321402079383967,-0.001,NA,-0.76551787,base_or_other,unknown,1
wahaha1987/llama_13b_sharegpt94k_fastchat,13.517677787567859,108.20736950920158,0.8099054513824828,0.43028024802192016,0.18514109183779814,0.2582261558461854,1.8000000000001e-4,13,-0.084235344,instruction_or_chat,2B-20B,6
PY007/TinyLlama-1.1B-intermediate-step-480k-1T,-23.949127612025215,85.45908973243253,0.5106496422882143,-0.5664533466400423,0.32086939391970704,0.31725651109856434,8.00000000000245e-5,1.035,-1.183281703,base_or_other,<2B,3
tokyotech-llm/Swallow-70b-instruct-hf,23.61138206959937,114.33584527709074,0.8604675117590669,0.6537906744692312,0.42744224602292713,0.24882881927422165,-7.9999999999969e-5,69.16,1.336538108,instruction_or_chat,20B+,9
HIT-SCIR/Chinese-Mixtral-8x7B,24.98462483365147,115.16962094237391,0.865834654430118,0.6675821322967609,0.44566590336188205,0.2537244184054557,-1.0999999999999e-4,46.908,1.700280884,merge_or_moe,20B+,10
dhmeltzer/Llama-2-7b-hf-eli5-cleaned-1024_qlora_merged,12.569925607418744,107.6319339597029,0.8079287450208182,0.4329369751016188,0.18743442441013347,0.23831181811653765,1.4999999999998e-4,6.738,-0.445778491,merge_or_moe,2B-20B,6
dhmeltzer/llama-7b-SFT-qlora-eli5-wiki_DPO_ds_RM_top_2_1024_r_64_alpha_16,13.111476143707764,107.96074083238322,0.8111224568721723,0.44782786492338594,0.20054979660182426,0.23836611933821863,1.4000000000002e-4,7,-0.460892854,instruction_or_chat,2B-20B,6
dhmeltzer/Llama-2-13b-hf-ds_wiki_1024_full_r_64_alpha_16,18.24638347397782,111.07844215041537,0.8422957049560524,0.6023215455708437,0.36279124425884124,0.2201900084003353,0,13,-0.114118677,base_or_other,2B-20B,8
dhmeltzer/llama-7b-SFT_ds_eli5_1024_r_64_alpha_16_merged,11.809656619379124,107.17033037591527,0.8009402662965733,0.40001168527353426,0.16000934835536462,0.24638267127808097,1.8000000000001e-4,6.738,-0.589584546,merge_or_moe,2B-20B,6
dhmeltzer/Llama-2-13b-hf-ds_eli5_1024_r_64_alpha_16,18.42440293112885,111.18652813142683,0.8436373241214923,0.6086296876250095,0.3704300966585069,0.2187109922006783,-1.000000000001e-5,13.016,-0.01513438,base_or_other,2B-20B,8
PulsarAI/MetaMath-Chupacabra-7B-v2.01-Slerp,26.638673498140946,116.17389022508695,0.8730792242987839,0.6899137056510709,0.47598092124518354,0.25450698911430447,-1.7e-4,7.242,1.484617843,merge_or_moe,2B-20B,10
PulsarAI/MetaMath-OpenHermes-2.5-neural-chat-v3-3-Slerp,26.569806645607365,116.13207714782905,0.8714729356703413,0.6820964142967574,0.46525551839648593,0.25937261730083033,-1.4999999999998e-4,7.242,1.527118705,merge_or_moe,2B-20B,10
PulsarAI/2x-LoRA-Assemble-Platypus2-13B,16.18811369878277,109.82874668791638,0.8259271061246748,0.509764805769507,0.25986015720121947,0.24876634804799957,1.0999999999999e-4,13.016,0.369310864,base_or_other,2B-20B,7
kaitchup/Maixtchup-4x7b-QLoRA-SFT-UltraChat,22.363315610043227,113.57807143704264,0.858031889979169,0.6465674565720481,0.41804947589803965,0.240255713517186,-6.00000000000045e-5,7,1.085446369,instruction_or_chat,2B-20B,9
davzoku/frankencria-llama2-11b-v1.3-m.1,11.690330907544617,107.09788078624722,0.7975552979470875,0.3532686122975315,0.12479871243461849,0.28189285449915624,2.5999999999998e-4,9.977,-0.294862633,base_or_other,2B-20B,6
davzoku/frankencria-llama2-12.5b-v1.3-m.2,11.385413937749167,106.91274793428362,0.7953061872728262,0.3266248766156257,0.10668381002416805,0.29999257782991723,3.1999999999998e-4,12.405,-0.315037457,base_or_other,2B-20B,6
Rallio67/3B-redpajama-conditional-alpha,-11.551044264640385,92.98668824727882,0.6232084290663681,-0.31482308282170535,0.09911357347735572,0.3171013155921727,3.6000000000002e-4,3,-1.490472806,base_or_other,2B-20B,3
Rallio67/7B-redpajama-conditional-alpha,-0.5391036333551025,99.67267878460841,0.7117175798055282,-0.016383100795555862,2.6840599167199386e-4,0.29958923597695836,4.0000000000001e-4,7,-1.057614233,base_or_other,2B-20B,4
liminerity/phigment6-slerp,15.671419312246817,109.5150314314741,0.8120720962102024,0.4204523611237546,0.17678018797453743,0.30793409929862436,2.5999999999998e-4,2.78,0.845130125,merge_or_moe,2B-20B,7
liuda1/dm7b_sft_gpt88w_merge,21.863153766657813,113.27439405046941,0.8565475046840553,0.6448151260059034,0.4157865467259966,0.235978105848731,-6.00000000000045e-5,7,0.81522138,merge_or_moe,2B-20B,9
hfl/chinese-mixtral-instruct,24.925522865857317,115.13373669538782,0.8633990934042065,0.6578098565498852,0.4327138073741763,0.2598683258678614,-9.9999999999989e-5,46.703,1.963077907,merge_or_moe,20B+,10
concedo/Pythia-70M-ChatSalad,-47.990296180944654,70.86229603909604,0.2703272535872513,-0.7714339137235938,0.5951102832429027,0.36043870244659965,-9.0000000000001e-4,0.096,-0.881271111,instruction_or_chat,<2B,1
OpenBuddyEA/openbuddy-llama-30b-v7.1-bf16,19.431144753105727,111.79777972827509,0.8416476297928804,0.5794927032341891,0.3358117931016591,0.24883091501147095,3.000000000003e-5,32.353,0.217533989,instruction_or_chat,20B+,8
csujeong/Gemma-7B-Finetuning-JCS-Ko-Ins,22.357164311044635,113.574336625144,0.8554550721710655,0.6286341212957743,0.3951808584573002,0.25184879278045247,-3.99999999999845e-5,7,1.301027052,base_or_other,2B-20B,9
gardner/TinyLlama-1.1B-SlimOrca-Function-Calling-3T,-14.418069437177511,91.24595027785955,0.5972158892532422,-0.37194043358337747,0.13833968613418213,0.3276499502876252,3.4e-4,1.1,-1.170838124,instruction_or_chat,<2B,3
pe-nlp/llama-2-13b-platypus-vicuna-wizard,16.860844512531838,110.23720074751398,0.83392852824914,0.5622529334749558,0.3161283612011857,0.22581003150157183,3.99999999999845e-5,13,-0.010013621,base_or_other,2B-20B,7
Radiantloom/radiantloom-mixtral-8x7b-fusion-dpo,21.38156882333995,112.9819957819212,0.8480116503284942,0.5946316722791672,0.353586825677516,0.26324187202096977,1.000000000001e-5,46.703,1.202517703,merge_or_moe,20B+,9
BreadAi/PM_modelV2,-47.34361101285235,71.2549362702114,0.28830641971508636,-0.7315423332081356,0.5351541852756097,0.40177667492261326,-7.1999999999999e-4,0.315,-0.638942775,base_or_other,<2B,1
BreadAi/gpt-YA-1-1_160M,-45.82506028282872,72.17693686496105,0.30882160317161733,-0.7241709062170717,0.524423501411258,0.3973566685271755,-6.3999999999997e-4,0.16,-0.776690137,base_or_other,<2B,1
BreadAi/gpt-YA-1-1_70M,-46.42810341706751,71.81079425448718,0.2969860123649917,-0.7434282331076706,0.5526855377815998,0.3803266026547266,-7.4000000000001e-4,0.07,-0.604461219,base_or_other,<2B,1
BreadAi/gpt-Youtube,-46.72440240728652,71.63089387987053,0.29958245965158237,-0.7236875392337454,0.5237236544422019,0.4057238223507568,-6.7e-4,0.213,-0.976610594,base_or_other,<2B,1
CorticalStack/mistral-7b-openhermes-sft,20.37340300888058,112.36987959629772,0.8500714225017361,0.6265518153632924,0.39256717733502766,0.23076187146550148,-2.99999999999745e-5,7.242,0.994686062,base_or_other,2B-20B,8
Gille/StrangeMerges_13-7B-slerp,25.39567486321275,115.41919335654111,0.8717772906774826,0.7029878270570451,0.49419188499037403,0.23394468938934093,-1.7e-4,7.242,1.487846437,merge_or_moe,2B-20B,10
andreaskoepf/llama2-13b-megacode2_min100,17.694546507338643,110.74338978674606,0.8368773708424061,0.5771055725223564,0.33305084183634615,0.22800211433096945,3.000000000003e-5,13,0.238909368,base_or_other,2B-20B,7
dvruette/oasst-gpt-neox-20b-3000-steps,2.628677318591419,101.59602310494328,0.7347259216967245,0.081249466558440675,0.006601475816023217,0.29362082599445816,3.7999999999999e-4,20,-0.961887388,base_or_other,20B+,5
dvruette/oasst-pythia-12b-pretrained-sft,-3.352648150318907,97.96441203611796,0.6888202073616939,-0.09926977693395135,0.009854488612515255,0.30600518464862,4.1000000000002e-4,12,-1.021064169,base_or_other,2B-20B,4
dvruette/oasst-pythia-6.9b-4000-steps,-8.458646578192726,94.86426299650226,0.6497274886408708,-0.22643058743780078,0.0512708109274177,0.3313181737000639,4.3999999999999e-4,6.9,-1.175909483,base_or_other,2B-20B,4
M4-ai/TinyMistral-6x248M-Instruct,-48.953130157410065,70.27770345262876,0.2549979245688949,-0.7872791487437905,0.6198084580467559,0.3491091922515403,-0.001,1.003,-0.616451928,instruction_or_chat,<2B,1
M4-ai/NeuralReyna-Mini-1.8B-v0.2,-10.344413673110438,93.71930395845524,0.6258204733508965,-0.2625630192713889,0.06893933908890748,0.34615423694823666,4.6000000000001e-4,1.837,-0.18000931,base_or_other,<2B,3
indischepartij/MiniCPM-3B-Bacchus,5.15148226584123,103.12776492680885,0.7458246726978931,0.14268008596393222,0.020357606930667904,0.32539507341781543,4.5e-4,3.008,0.038320615,base_or_other,2B-20B,5
indischepartij/OpenMia-Indo-Mistral-7b-v2,21.863983230049833,113.27489766600603,0.8576787252496126,0.6570068985045565,0.4316580646825706,0.22844020862461753,-7.9999999999969e-5,7.242,0.93142622,base_or_other,2B-20B,9
Phind/Phind-CodeLlama-34B-Python-v1,-39.575028887196524,75.97169495242201,0.37570287981602146,-0.6398137656396241,0.40936165470196406,0.4328494015877901,-1.7e-4,34,-0.306729868,base_or_other,20B+,2
abhishek/llama2guanacotest,11.972123198836876,107.26897329901647,0.8005436336349775,0.39398787087409654,0.15522644239589356,0.25431198179723097,1.9000000000002e-4,NA,-0.255059887,instruction_or_chat,unknown,6
elinas/chronos-33b,18.963611466487578,111.51391303893473,0.8429131023493892,0.5927628406208407,0.3513677852208811,0.23461062509732256,1.000000000001e-5,33,0.286052506,base_or_other,20B+,8
elinas/chronos-70b-v2,23.05214155254343,113.99629778675063,0.8590599171763145,0.6523699769317141,0.42558658680188255,0.2438585231822496,-7.9999999999969e-5,70,1.338115345,base_or_other,20B+,9
Aryanne/sheared-plus-westlake-normal,-0.14289126879133934,99.91324238814984,0.716332440457636,-0.004187171127360908,1.7532402042386153e-5,0.31073452974078203,4.2999999999998e-4,2.702,-1.275466495,base_or_other,2B-20B,4
Aryanne/ereb-test,0.929706700124,100.56447908753348,0.7243954009809613,0.02747789127534301,7.550345089344379e-4,0.3079689169339835,4.2000000000003e-4,2.702,-1.245248357,base_or_other,2B-20B,4
FelixChao/NarutoDolphin-7B,23.849198556782188,114.48023751785601,0.859303314681047,0.6273672834824731,0.39358970838416907,0.2695526124312209,-3.99999999999845e-5,10.732,1.202801424,base_or_other,2B-20B,9
karakuri-ai/karakuri-lm-70b-chat-v0.1,20.609087179695553,112.51297718360131,0.8452008515624234,0.5747839431737881,0.3303765813304018,0.2671639077079898,3.99999999999845e-5,69.196,0.535770795,instruction_or_chat,20B+,8
ogimgio/gpt-neo-125m-neurallinguisticpioneers,-48.24851386657356,70.70551704250563,0.25321287957466193,-0.8249022459905436,0.6804637154402496,0.30105780205765104,-0.00108999999999998,0.125,-0.691043346,base_or_other,<2B,1
vicgalle/solarized-18B-dpo,23.82912551985196,114.4680500080006,0.8560061239387885,0.6140982814877989,0.3771166993262629,0.2788572293410377,-2.000000000002e-5,17.929,1.328171167,instruction_or_chat,2B-20B,9
vicgalle/OpenHermes-Qwen1.5-1.8B,-11.331484099906287,93.11999601136321,0.6200716454534283,-0.28217181126693625,0.07962093107366341,0.350804273909436,4.6000000000001e-4,1.836,-0.341766672,base_or_other,<2B,3
vicgalle/solarized-13B-dpo,17.510931159773833,110.63190621473706,0.8286734434309296,0.4957801940384307,0.2457980008007743,0.279300844275716,1.4999999999998e-4,12.476,0.93503072,instruction_or_chat,2B-20B,7
vicgalle/SOLAR-13B-Instruct-v1.0,12.075491482860214,107.33173420483506,0.7989042305923124,0.34921390098696575,0.12195034864253018,0.2950401848567529,2.9000000000001e-4,12.476,0.119083185,instruction_or_chat,2B-20B,6
ignos/LeoScorpius-GreenNode-Platypus-7B-v1,26.784133391384838,116.26220739844933,0.8724040563757288,0.6917238004094481,0.4784818160528813,0.2546173240112016,-1.7e-4,7,1.296854787,base_or_other,2B-20B,10
acrastt/Puma-3B,0.3463038580849073,100.2102612423843,0.7196129115625209,0.01093355820878181,1.1954269509972804e-4,0.28838866716785444,3.6999999999998e-4,3.426,-1.166108642,base_or_other,2B-20B,4
acrastt/RedPajama-INCITE-Chat-Instruct-3B-V1,-3.7230125774567577,97.73954222087649,0.6875150391322677,-0.11179511753733125,0.012498148305180812,0.3013345762582784,3.9e-4,2.776,-1.368653826,instruction_or_chat,2B-20B,4
Zangs3011/mistral_7b_2EPOCH_DolphinCoder,16.743979051620855,110.16624491947658,0.8251999973276052,0.4581584895085963,0.20990920150878922,0.29579428373862704,2.0999999999998e-4,7,0.74210639,base_or_other,2B-20B,7
gradientai/v-alpha-tross,26.45095993718044,116.05991838902884,0.8710163599654192,0.6849215386099649,0.469117514051835,0.2562171254162178,-1.5999999999999e-4,68.977,1.740434963,base_or_other,20B+,10
Delcos/Starling-LM-11B-alpha,21.93050763139366,113.31528850471275,0.8505298805386269,0.6027773555307345,0.3633405403406188,0.2643344060831235,0,11.386,0.961827742,base_or_other,2B-20B,9
eren23/DistiLabelOrca-TinyLLama-1.1B,-12.786328283408192,92.23667537153449,0.6109919665190783,-0.3472054474103056,0.12055162271138908,0.31446537798354784,3.2999999999999e-4,1.1,-0.98664313,instruction_or_chat,<2B,3
eren23/finetune_test_qwen15-1-8b-sft-lora,-14.468824223106136,91.21513409115775,0.5915439992904183,-0.35749654842312256,0.127803782134438,0.34417302447955184,3.9e-4,8,-0.192137915,base_or_other,2B-20B,3
mncai/agiin-11.1B-v0.0,22.9312273696731,113.92288374379773,0.8509332865253355,0.5947194580393237,0.35369123377057954,0.2822562173530625,2.000000000002e-5,11.168,1.329475793,base_or_other,2B-20B,9
mncai/agiin-13.6B-v0.0,24.492134308204072,114.87060125972953,0.8614288380372763,0.6403124785716718,0.41000007021458884,0.2675278430315085,-7.00000000000145e-5,13.785,1.485175509,base_or_other,2B-20B,10
bn22/Nous-Hermes-2-SOLAR-10.7B-MISALIGNED,26.328209803298282,115.98538963328343,0.8682425057555101,0.6681456474433374,0.4464186061974684,0.26696189113778646,-1.3000000000001e-4,10.732,1.731531071,base_or_other,2B-20B,10
bn22/tinyllama_frankenmerge,-26.403768960012865,83.96873400180344,0.4857744164011527,-0.5967399891955054,0.3560986147050548,0.32329486215415565,2.000000000002e-5,1.54,-0.74070518,merge_or_moe,<2B,2
wannaphong/han-llm-7b-v1,19.741301317310747,111.98609384317996,0.8460586627362061,0.6059215105831979,0.3671408769874185,0.23600503620088895,0,7.268,0.685804048,base_or_other,2B-20B,8
stanford-oval/Llama-2-7b-WikiChat-fused,6.5230262846931035,103.96050918493917,0.7639272273904446,0.196684994762076,0.03868498716455071,0.2960868390654276,3.6000000000002e-4,6.738,-0.399466947,merge_or_moe,2B-20B,5
Vmware/open-llama-7b-v2-open-instruct,0.8540358875897467,100.51853492986896,0.7226324298839713,0.022480216567351143,5.053601369080507e-4,0.3458391903827081,5.3000000000003e-4,6.607,-0.333936323,instruction_or_chat,2B-20B,4
