sample_models,sample_items,pc1_variance_pct,corr_ability_cosine_raw,corr_ability_cosine_centered,corr_ability_r2_1f,corr_ability_delta,corr_delta_r2_1f,linear_r2,quad_r2,anova_linear_vs_quad_p,full_model_r2,quad_turning_point,quad_peak_delta,corr_ability_delta_ci_low_95,corr_ability_delta_ci_high_95,corr_ability_r2_ci_low_95,corr_ability_r2_ci_high_95,corr_delta_r2_ci_low_95,corr_delta_r2_ci_high_95,linear_r2_ci_low_95,linear_r2_ci_high_95,quad_r2_ci_low_95,quad_r2_ci_high_95,full_r2_ci_low_95,full_r2_ci_high_95,quad_turning_point_ci_low_95,quad_turning_point_ci_high_95,quad_peak_delta_ci_low_95,quad_peak_delta_ci_high_95
591,12061,36.256113957868564,0.9941006694746275,0.9840913655582456,-0.33303434411594135,0.5421930916659018,-0.9222267651510515,0.29397334865022856,0.9272267740579184,2.5518804147823325e-292,0.9327002170367245,97.64890422419556,4.225510960203932e-4,0.4708513533633039,0.6014729672989522,-0.4040188478189116,-0.2516343078278908,-0.9287335353482109,-0.9160109402746934,0.2217009970082486,0.3617697304677704,0.9080967827899807,0.9449986494127277,0.9153138424279522,0.949067101612101,97.4533866391544,97.83658872401014,4.104771206635097e-4,4.3550112730030076e-4
