cor_ability_delta_mean,cor_ability_delta_lo,cor_ability_delta_hi,cor_ability_r2_mean,cor_ability_r2_lo,cor_ability_r2_hi,cor_delta_r2_mean,cor_delta_r2_lo,cor_delta_r2_hi,linear_r2_mean,linear_r2_lo,linear_r2_hi,quad_r2_mean,quad_r2_lo,quad_r2_hi,full_r2_mean,full_r2_lo,full_r2_hi,turning_point_mean,turning_point_lo,turning_point_hi,peak_delta_mean,peak_delta_lo,peak_delta_hi
0.5407471754015434,0.4708513533633039,0.6014729672989522,-0.33180215777020383,-0.4040188478189116,-0.2516343078278908,-0.9223509003697008,-0.9287335353482109,-0.9160109402746934,0.2935131708956942,0.2217009970082486,0.3617697304677704,0.9273750574133727,0.9080967827899807,0.9449986494127277,0.9332097637951486,0.9153138424279522,0.949067101612101,97.6484607124223,97.4533866391544,97.83658872401014,4.2250636796403734e-4,4.104771206635097e-4,4.3550112730030076e-4
